pmid,title,abstract,journal,year,search_query
22785007,Population-based hormone receptor-specific incidence trends of breast cancer in Germany.,"Several countries reported a drop in prescription of hormone replacement therapy (HRT) in the 2000s, followed by decreases in breast cancer incidence among postmenopausal women aged 50-69 years. The aim of this study was to provide hormone receptor specific incidence rates of breast cancer in Germany. Breast cancer data were extracted from the cancer registries of the Federal States of Brandenburg and Saarland and the area of Munich for the period from 1998 to 2007. We obtained nationwide data on HRT prescription in 1998-2007 from health insurances. Multiple imputation was used on missing values for the receptor status. Age-standardized (European standard population) and age-specific rates were calculated. The age-standardized incidence rates in breast cancer were virtually constant over the entire period in all regions. In particular, no substantial changes over time occurred within the age- and receptor-specific analyses. In the same period we observed a drop in HRT use, starting in 1999 and leveling off in 2004. The incidence trends of carcinoma in situ of the female breast increased during the study period. In our data, we did not observe an association between the decline in HRT prescription and breast cancer incidence among women aged from 50 to 69 years. The lack of temporal changes in breast cancer incidence may be explained by introduction of opportunistic and organized mammography screening and low absolute levels of HRT prescription in Germany.",Maturitas,2012,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
22737525,Multiple imputation in survival models: applied on breast cancer data.,"Missing data is a common problem in cancer research. While simple methods such as completecase (C-C) analysis are commonly employed for handling this problem, several studies have shown that these methods led to biased estimates. We aim to address the methodological issues in development of a prognostic model with missing data. Three hundred and ten breast cancer patients were enrolled. At first, patients with missing data on any of four candidate variables were omitted. Secondly, missing data were imputed 10 times. Cox regression model was fitted to the C-C and imputed data. Results were compared in terms of variables retained in the model, discrimination ability, and goodness of fit. Some variables lost their effect in complete-case analysis, due to loss in power, but reached significance level after imputation of missing data. Discrimination ability and goodness of fit of imputed data sets model was higher than that of complete-case model (C-index 76% versus 72%; Likelihood Ratio Test 51.19 versus 32.44). Our findings showed inappropriateness of ad hoc complete-case analysis. This approach led to loss in power and imprecise estimates. Application of multiple imputation techniques to avid such problems is recommended.",Iranian Red Crescent medical journal,2011,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
22614985,Patient and physician decision styles and breast cancer chemotherapy use in older women: Cancer and Leukemia Group B protocol 369901.,"PURPOSE Physician and patient decision styles may influence breast cancer care for patients ≥ 65 years (""older"") because there is uncertainty about chemotherapy benefits in this group. We evaluate associations between decision-making styles and actual treatment. METHODS Data were collected from women treated outside of clinical trials for newly diagnosed stage I to III breast cancer (83% response) from January 2004 through April 2011 in 75 cooperative group sites. Physicians completed a one-time mailed survey (91% response), and clinical data were abstracted from charts. Patient decision style was measured on a five-point scale. Oncologists' preference for prescribing chemotherapy was based on standardized vignettes. Regression and multiple imputation were used to assess associations between chemotherapy and other variables. Results There were 1,174 women seen by 212 oncologists; 43% of women received chemotherapy. One-third of women preferred to make their own treatment decision. Patient and physician decision styles were independently associated with chemotherapy. Women who preferred less physician input had lower odds of chemotherapy than women who preferred more input (odds ratio [OR] = 0.79 per 1-point change; 95% CI, 0.65 to 0.97; P = .02) after considering covariates. Patients whose oncologists had a high chemotherapy preference had higher odds of receiving chemotherapy (OR = 2.65; 95% CI, 1.80 to 3.89; P < .001) than those who saw oncologists with a low preference. CONCLUSION Physicians' and older patients' decision styles are each associated with breast cancer chemotherapy use. It will be important to re-evaluate the impact of decision styles when there is greater empirical evidence about the benefits and risks of chemotherapy in older patients.",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2012,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
22538974,Aurora kinase A outperforms Ki67 as a prognostic marker in ER-positive breast cancer.,"Proliferation has emerged as a major prognostic factor in luminal breast cancer. The immunohistochemical (IHC) proliferation marker Ki67 has been most extensively investigated but has not gained widespread clinical acceptance. We have conducted a head-to-head comparison of a panel of proliferation markers, including Ki67. Our aim was to establish the marker of the greatest prognostic utility. Tumour samples from 3093 women with breast cancer were constructed as tissue microarrays. We used IHC to detect expression of mini-chromosome maintenance protein 2, Ki67, aurora kinase A (AURKA), polo-like kinase 1, geminin and phospho-histone H3. We used a Cox proportional-hazards model to investigate the association with 10-year breast cancer-specific survival (BCSS). Missing values were resolved using multiple imputation. The prognostic significance of proliferation was limited to oestrogen receptor (ER)-positive breast cancer. Aurora kinase A emerged as the marker of the greatest prognostic significance in a multivariate model adjusted for the standard clinical and molecular covariates (hazard ratio 1.3; 95% confidence interval 1.1-1.5; P=0.005), outperforming all other markers including Ki67. Aurora kinase A outperforms other proliferation markers as an independent predictor of BCSS in ER-positive breast cancer. It has the potential for use in routine clinical practice.",British journal of cancer,2012,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
22337708,Mammographic density and urbanization: a population-based screening study.,"The high incidence of female breast cancer that has been consistently reported in urban areas could be mediated by breast density, which is considered to reflect the cumulative exposure of breast tissues to hormones. The aim of this study was to assess how mammographic density varies by the degree of urbanization. The population consisted of 55,597 cancer-free women, aged 50-59 years, who participated in a French breast cancer screening programme (Franche-Comté region) between 2005 and 2009. Ordered logistic regression was run with mammographic density as the outcome, and degree of urbanization as the independent variable, while adjusting for some known confounding factors. Multiple imputation was used to deal with missing data. A significant positive linear trend with urbanization was found in a univariate approach (P trend <10(-3)), and after adjusting for risk factors (P trend = 10(-3)). A negative and highly significant association with mammographic density was highlighted both for age at the time of mammography (odds ratio (OR) 0.41, 95% confidence interval (CI) 0.39-0.43, per 10 years), and for low socioeconomic status (OR 0.71, 95% CI 0.67-0.75). The OR for hormone replacement therapy use was 1.51 (95% CI 1.43-1.58). Knowledge of this urbanization gradient in density (whatever its mechanism) may help to identify women who may require full-field digital mammography for the early detection of breast cancer, and could assist primary care providers in recommending the best screening strategy in a risk factor-based approach.",Journal of medical screening,2012,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
22179822,Vertical modelling: Analysis of competing risks data with missing causes of failure.,"We propose vertical modelling as a natural approach to the problem of analysis of competing risks data when failure types are missing for some individuals. Under a natural missing-at-random assumption for these missing failure types, we use the observed data likelihood to estimate its parameters and show that the all-cause hazard and the relative hazards appearing in vertical modelling are indeed key quantities of this likelihood. This fact has practical implications in that it suggests vertical modelling as a simple and attractive method of analysis in competing risks with missing causes of failure; all individuals are used in estimating the all-cause hazard and only those with non-missing cause of failure for relative hazards. The relative hazards also appear in a multiple imputation approach to the same problem proposed by Lu and Tsiatis and in the EM algorithm. We compare the vertical modelling approach with the method of Goetghebeur and Ryan for a breast cancer data set, highlighting the different aspects they contribute to the data analysis.",Statistical methods in medical research,2015,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
22028204,Multiple imputation methods for inference on cumulative incidence with missing cause of failure.,"Analysis of cumulative incidence (sometimes called absolute risk or crude risk) can be difficult if the cause of failure is missing for some subjects. Assuming missingness is random conditional on the observed data, we develop asymptotic theory for multiple imputation methods to estimate cumulative incidence. Covariates affect cause-specific hazards in our model, and we assume that separate proportional hazards models hold for each cause-specific hazard. Simulation studies show that procedures based on asymptotic theory have near nominal operating characteristics in cohorts of 200 and 400 subjects, both for cumulative incidence and for prediction error. The methods are illustrated with data on survival after breast cancer, obtained from the National Surgical Adjuvant Breast and Bowel Project (NSABP).",Biometrical journal. Biometrische Zeitschrift,2011,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
22025134,Comparison of six statistics of genetic association regarding their ability to discriminate between causal variants and genetically linked markers.,"Genome-wide association (GWA) studies still rely on the common-disease common-variant hypothesis since the assumption is associated with increased power. In GWA studies, polymorphisms are genotyped and their association with disease is investigated. Most of the identified associations are indirect and reflect a shared inheritance of the genotyped markers and genetically linked causal variants. We have compared six statistics of genetic association regarding their ability to discriminate between markers and causal susceptibility variants, including a probability value (Pval) and a Bayes Factor (BF) based on logistic regression, and the attributable familial relative risk (FRR). We carried out a simulation-based sensitivity analysis to explore several conceivable scenarios. Theoretical results were illustrated by established causal associations with age-related macular degeneration and by using imputed data based on HapMap for a case-control study of breast cancer. Our data indicate that a representation of genetic association by FRRs and BFs generally facilitates the distinction of causal variants. The FRR showed the best discriminative power under most investigated scenarios, but no single statistic outperformed the others in all situations. For example, rare moderate- to low-penetrance variants (allele frequency: 1%, dominant odds ratio: ≤2.0) seem to be best discriminated by BFs. Present results may help to fully utilize the data generated in association studies that take advantage of next generation sequencing and/or multiple imputation based on the 1000 Genomes Project.",Human heredity,2011,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
21953021,A Ki67/BCL2 index based on immunohistochemistry is highly prognostic in ER-positive breast cancer.,"There is an urgent need to improve prognostic classifiers in breast cancer. Ki67 and B-cell lymphoma 2 protein (BCL2) are established prognostic markers which have traditionally been assessed separately, in a dichotomous manner. This study was conducted to test the hypothesis that combinatorial assessment of these markers would provide superior prognostic information and improve their clinical utility. Tissue microarrays were used to assess the expression of Ki67 and BCL2 in 2749 cases of invasive breast cancer. We devised a Ki67/BCL2 index representing the relative expression of each protein and assessed its association with breast cancer-specific survival (BCSS) using a Cox proportional-hazards model. Based on our findings, an independent cohort of 3992 cases was used to validate the prognostic significance of the Ki67/BCL2 index. All survival analyses were conducted on complete data as well as data where missing values were resolved using multiple imputation. This study complied with reporting recommendations for tumour marker prognostic studies (REMARK) criteria. The Ki67/BCL2 index showed a significant association with BCSS at 10 years in estrogen receptor (ER)-positive disease. In multivariate analysis, adjusting for major clinical and molecular markers, the Ki67/BCL2 index retained prognostic significance, robustly classifying cases into three risk groups [intermediate- versus low-risk hazard ratio (HR), 1.5; 95% confidence interval (95% CI), 1.0-2.0; p = 0.031; high- versus low-risk HR, 2.6; 95% CI, 1.3-5.0; p = 0.005]. This finding was validated in an independent cohort of 3992 tumours containing 2761 ER-positive tumours (intermediate- versus low-risk HR, 1.7; 95% CI, 1.3-2.1; p < 0.001; high- versus low-risk HR, 2.0; 95% CI, 1.4-2.9; p < 0.001). Ki67 and BCL2 can be effectively combined to produce an index which is an independent predictor of BCSS in ER-positive breast cancer, enhancing their potential prognostic utility.",The Journal of pathology,2012,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
21929796,Imputation of missing values of tumour stage in population-based cancer registration.,"Missing data on tumour stage information is a common problem in population-based cancer registries. Statistical analyses on the level of tumour stage may be biased, if no adequate method for handling of missing data is applied. In order to determine a useful way to treat missing data on tumour stage, we examined different imputation models for multiple imputation with chained equations for analysing the stage-specific numbers of cases of malignant melanoma and female breast cancer. This analysis was based on the malignant melanoma data set and the female breast cancer data set of the cancer registry Schleswig-Holstein, Germany. The cases with complete tumour stage information were extracted and their stage information partly removed according to a MAR missingness-pattern, resulting in five simulated data sets for each cancer entity. The missing tumour stage values were then treated with multiple imputation with chained equations, using polytomous regression, predictive mean matching, random forests and proportional sampling as imputation models. The estimated tumour stages, stage-specific numbers of cases and survival curves after multiple imputation were compared to the observed ones. The amount of missing values for malignant melanoma was too high to estimate a reasonable number of cases for each UICC stage. However, multiple imputation of missing stage values led to stage-specific numbers of cases of T-stage for malignant melanoma as well as T- and UICC-stage for breast cancer close to the observed numbers of cases. The observed tumour stages on the individual level, the stage-specific numbers of cases and the observed survival curves were best met with polytomous regression or predictive mean matching but not with random forest or proportional sampling as imputation models. This limited simulation study indicates that multiple imputation with chained equations is an appropriate technique for dealing with missing information on tumour stage in population-based cancer registries, if the amount of unstaged cases is on a reasonable level.",BMC medical research methodology,2011,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
21560139,Multiple imputation based on restricted mean model for censored data.,"Most multiple imputation (MI) methods for censored survival data either ignore patient characteristics when imputing a likely event time, or place quite restrictive modeling assumptions on the survival distributions used for imputation. In this research, we propose a robust MI approach that directly imputes restricted lifetimes over the study period based on a model of the mean restricted life as a linear function of covariates. This method has the advantages of retaining patient characteristics when making imputation choices through the restricted mean parameters and does not make assumptions on the shapes of hazards or survival functions. Simulation results show that our method outperforms its closest competitor for modeling restricted mean lifetimes in terms of bias and efficiency in both independent censoring and dependent censoring scenarios. Survival estimates of restricted lifetime model parameters and marginal survival estimates regain much of the precision lost due to censoring. The proposed method is also much less subject to dependent censoring bias captured by covariates in the restricted mean model. This particular feature is observed in a full statistical analysis conducted in the context of the International Breast Cancer Study Group Ludwig Trial V using the proposed methodology.",Statistics in medicine,2011,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
21462016,Using routinely collected health data to investigate the association between ethnicity and breast cancer incidence and survival: what is the impact of missing data and multiple ethnicities?,"The aims of this study were to: (1) investigate the relationship between ethnicity and breast cancer incidence and survival using cancer registry and Hospital Episode Statistics (HES) data; and (2) assess the impact of missing data and the recording of multiple ethnicities for some patients. A total of 48,234 breast cancer patients diagnosed between 1997 and 2003 in two English regions were identified. Ethnicity was missing in 16% of cases. Multiple imputation (10 iterations) of missing ethnicity was undertaken using a range of predictor variables. Multiple ethnicities for a single patient were recorded in 4% of cases. Three methods of assigning ethnicity were used: 'most popular' code, 'last recorded' code, and proportions calculated using all recorded episodes for each patient. Age-standardised incidence rate ratios (IRR) and 5-year survival were calculated before and after imputation for the three methods of assigning ethnicity. Breast cancer incidence was lower in the South Asian group (IRR=0.59, 95% confidence interval [CI] 0.51-0.69 compared to the White group). In unadjusted analyses, the South Asian group had consistently higher survival compared with the White group (hazard ratio [HR]=0.81, 95% CI 0.68-0.95). After adjustment for age and stage, there were no survival differences amongst the White, South Asian and Black groups. Survival was higher in the 'Other' ethnic group when using the 'last recorded' method to assign ethnicity (HR=0.62, 95% CI 0.45-0.85 compared with the White group). The results were similar before and after imputation, using all three methods of assigning ethnicity. Breast cancer incidence was lower in the South Asian group than in the White group. After adjusting for casemix there were no consistent survival differences amongst the ethnic groups. Although the impact of missing data and multiple ethnicities was minimal in this study, researchers should always consider these issues, as the results may not be generalisable to other populations and datasets.",Ethnicity & health,2011,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
21266980,Comparison of methods for handling missing data on immunohistochemical markers in survival analysis of breast cancer.,"Tissue micro-arrays (TMAs) are increasingly used to generate data of the molecular phenotype of tumours in clinical epidemiology studies, such as studies of disease prognosis. However, TMA data are particularly prone to missingness. A variety of methods to deal with missing data are available. However, the validity of the various approaches is dependent on the structure of the missing data and there are few empirical studies dealing with missing data from molecular pathology. The purpose of this study was to investigate the results of four commonly used approaches to handling missing data from a large, multi-centre study of the molecular pathological determinants of prognosis in breast cancer. We pooled data from over 11,000 cases of invasive breast cancer from five studies that collected information on seven prognostic indicators together with survival time data. We compared the results of a multi-variate Cox regression using four approaches to handling missing data - complete case analysis (CCA), mean substitution (MS) and multiple imputation without inclusion of the outcome (MI-) and multiple imputation with inclusion of the outcome (MI+). We also performed an analysis in which missing data were simulated under different assumptions and the results of the four methods were compared. Over half the cases had missing data on at least one of the seven variables and 11 percent had missing data on 4 or more. The multi-variate hazard ratio estimates based on multiple imputation models were very similar to those derived after using MS, with similar standard errors. Hazard ratio estimates based on the CCA were only slightly different, but the estimates were less precise as the standard errors were large. However, in data simulated to be missing completely at random (MCAR) or missing at random (MAR), estimates for MI+ were least biased and most accurate, whereas estimates for CCA were most biased and least accurate. In this study, empirical results from analyses using CCA, MS, MI- and MI+ were similar, although results from CCA were less precise. The results from simulations suggest that in general MI+ is likely to be the best. Given the ease of implementing MI in standard statistical software, the results of MI+ and CCA should be compared in any multi-variate analysis where missing data are a problem.",British journal of cancer,2011,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
20881891,Uterine and quality of life changes in postmenopausal women with an asymptomatic tamoxifen-thickened endometrium randomized to continuation of tamoxifen or switching to anastrozole.,"Before the knowledge that 5 years of adjuvant tamoxifen is less efficacious than 2 to 3 years of tamoxifen followed by 2 to 3 years of anastrozole/exemestane, we designed a multicenter double-blind randomized controlled trial in women taking tamoxifen with a thickened endometrium to compare uterine and quality-of-life parameters between those switching to anastrozole and those continuing tamoxifen. Asymptomatic postmenopausal women who took adjuvant tamoxifen for 2 to 3 years for operable breast cancer with a double endometrial thickness greater than 7 mm were randomized to 20 mg tamoxifen or 1 mg anastrozole for the remaining duration, totaling 5 years. Tablets were unrecognizable for drug assignment. The primary endpoints were the differences in double endometrial thickness and uterine volume after 1 year. Uterine and quality-of-life data were analyzed using regression methods, and missing values were handled using multiple imputation. Seventy-two women (median age, 60 y) were randomized in five hospitals. Relative to women continuing tamoxifen, women switching to anastrozole experienced a decrease of 53% (95% CI, 41%-63%) in double endometrial thickness and a decrease of 51% (95% CI, 39%-60%) in uterine volume. Vaginal dryness (b = 0.064; 95% CI, 0.016-0.112) and sexual problems (b = 0.054; 95% CI, 0.007-0.102) increased in women taking anastrozole compared with women taking tamoxifen. Treatment arms did not differ regarding withdrawal rate and the experience of (serious) adverse events. Despite premature trial closure, our data provided valuable insights. Switching to anastrozole strongly decreased the endometrial thickness and uterine volume but increased sexual disturbances. Safe and effective interventions are needed to alleviate sexual dysfunction.","Menopause (New York, N.Y.)",2011,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
20696630,Investigating reasons for socioeconomic inequalities in breast cancer survival in New Zealand.,"This study investigated the role that demographic and tumour factors play in explaining socioeconomic inequalities in breast cancer survival. Breast cancer cases notified to the New Zealand Cancer Registry (NZCR) from April 2005 to April 2007 were followed up to April 2009. The New Zealand area-based deprivation index (NZDep) was used as a measure of socioeconomic position. Relative survival rates were estimated using sex-, deprivation- and ethnic-specific life tables. Multiple imputation was used to impute missing data. Excess mortality modelling was used to estimate the contribution of demographic and tumour factors to inequalities in survival. There were 2968 breast cancer cases included and 433 recorded deaths. Relative survival rates at 4 years varied across deprivation groups. Using NZDep deciles 1-4 (least deprived) as the reference group, the age- and ethnicity-adjusted hazard ratio (HR) for NZDep deciles 7-8 was 2.03 (CI 1.36-3.04) and for NZDep deciles 9-10 was 1.93 (CI 1.28-2.92). In the fully adjusted model there remained 50% excess mortality for the two most deprived groups compared to the most affluent. Variables which measured timely access to care (extent/size) accounted for more of the survival disparity than breast cancer subtype variables (ER/PR/HER2). Women from deprived areas in New Zealand who are diagnosed with breast cancer are less likely to survive as long as those from affluent areas. A substantial proportion of these socioeconomic disparities can be attributed to differential access to health care although other factors, currently unknown, are also likely to play an important role.",Cancer epidemiology,2010,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
20638252,Missing data imputation using statistical and machine learning methods in a real breast cancer problem.,"Missing data imputation is an important task in cases where it is crucial to use all available data and not discard records with missing values. This work evaluates the performance of several statistical and machine learning imputation methods that were used to predict recurrence in patients in an extensive real breast cancer data set. Imputation methods based on statistical techniques, e.g., mean, hot-deck and multiple imputation, and machine learning techniques, e.g., multi-layer perceptron (MLP), self-organisation maps (SOM) and k-nearest neighbour (KNN), were applied to data collected through the ""El Álamo-I"" project, and the results were then compared to those obtained from the listwise deletion (LD) imputation method. The database includes demographic, therapeutic and recurrence-survival information from 3679 women with operable invasive breast cancer diagnosed in 32 different hospitals belonging to the Spanish Breast Cancer Research Group (GEICAM). The accuracies of predictions on early cancer relapse were measured using artificial neural networks (ANNs), in which different ANNs were estimated using the data sets with imputed missing values. The imputation methods based on machine learning algorithms outperformed imputation statistical methods in the prediction of patient outcome. Friedman's test revealed a significant difference (p=0.0091) in the observed area under the ROC curve (AUC) values, and the pairwise comparison test showed that the AUCs for MLP, KNN and SOM were significantly higher (p=0.0053, p=0.0048 and p=0.0071, respectively) than the AUC from the LD-based prognosis model. The methods based on machine learning techniques were the most suited for the imputation of missing values and led to a significant enhancement of prognosis accuracy compared to imputation methods based on statistical procedures.",Artificial intelligence in medicine,2010,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
20516438,Breast cancer adjuvant chemotherapy decisions in older women: the role of patient preference and interactions with physicians.,"Breast cancer chemotherapy decisions in patients > or = 65 years old (older) are complex because of comorbidity, toxicity, and limited data on patient preference. We examined relationships between preferences and chemotherapy use. Older women (n = 934) diagnosed with invasive (> or = 1 cm), nonmetastatic breast cancer from 2004 to 2008 were recruited from 53 cooperative group sites. Data were collected from patient interviews (87% complete), physician survey (93% complete), and charts. Logistic regression and multiple imputation methods were used to assess associations between chemotherapy and independent variables. Chemotherapy use was also evaluated according to the following two groups: indicated (estrogen receptor [ER] negative and/or node positive) and possibly indicated (ER positive and node negative). Mean patient age was 73 years (range, 65 to 100 years). Unadjusted chemotherapy rates were 69% in the indicated group and 16% in the possibly indicated group. Women who would choose chemotherapy for an increase in survival of < or = 12 months had 3.9 times (95% CI, 2.4 to 6.3 times; P < .001) higher odds of receiving chemotherapy than women with lower preferences, controlling for covariates. Stronger preferences were seen when chemotherapy could be indicated (odds ratio [OR] = 7.7; 95% CI, 3.8 to 16; P < .001) than when treatment might be possibly indicated (OR = 1.9; 95% CI, 1.0 to 3.8; P = .06). Higher patient rating of provider communication was also related to chemotherapy use in the possibly indicated group (OR = 1.9 per 5-point increase in communication score; 95% CI, 1.4 to 2.8; P < .001) but not in the indicated group (P = .15). Older women's preferences and communication with providers are important correlates of chemotherapy use, especially when benefits are more equivocal.",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2010,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
20461093,Tamoxifen resistance in early breast cancer: statistical modelling of tissue markers to improve risk prediction.,"For over two decades, the Nottingham Prognostic Index (NPI) has been used in the United Kingdom to calculate risk scores and inform management about breast cancer patients. It is derived using just three clinical variables - nodal involvement, tumour size and grade. New scientific methods now make cost-effective measurement of many biological characteristics of tumour tissue from breast cancer biopsy samples possible. However, the number of potential explanatory variables to be considered presents a statistical challenge. The aim of this study was to investigate whether in ER+ tamoxifen-treated breast cancer patients, biological variables can add value to NPI predictors, to provide improved prognostic stratification in terms of overall recurrence-free survival (RFS) and also in terms of remaining recurrence free while on tamoxifen treatment (RFoT). A particular goal was to enable the discrimination of patients with a very low risk of recurrence. Tissue samples of 401 cases were analysed by microarray technology, providing biomarker data for 72 variables in total, from AKT, BAD, HER, MTOR, PgR, MAPK and RAS families. Only biomarkers screened as potentially informative (i.e., exhibiting univariate association with recurrence) were offered to the multivariate model. The multiple imputation method was used to deal with missing values, and bootstrap sampling was used to assess internal validity and refine the model. Neither the RFS nor RFoT models derived included Grade, but both had better predictive and discrimination ability than NPI. A slight difference was observed between models in terms of biomarkers included, and, in particular, the RFoT model alone included HER2. The estimated 7-year RFS rates in the lowest-risk groups by RFS and RFoT models were 95 and 97%, respectively, whereas the corresponding rate for the lowest-risk group of NPI was 89%. The findings demonstrate considerable potential for improved prognostic modelling by incorporation of biological variables into risk prediction. In particular, the ability to identify a low-risk group with minimal risk of recurrence is likely to have clinical appeal. With larger data sets and longer follow-up, this modelling approach has the potential to enhance an understanding of the interplay of biological characteristics, treatment and cancer recurrence.",British journal of cancer,2010,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
20085642,Comparison of techniques for handling missing covariate data within prognostic modelling studies: a simulation study.,"There is no consensus on the most appropriate approach to handle missing covariate data within prognostic modelling studies. Therefore a simulation study was performed to assess the effects of different missing data techniques on the performance of a prognostic model. Datasets were generated to resemble the skewed distributions seen in a motivating breast cancer example. Multivariate missing data were imposed on four covariates using four different mechanisms; missing completely at random (MCAR), missing at random (MAR), missing not at random (MNAR) and a combination of all three mechanisms. Five amounts of incomplete cases from 5% to 75% were considered. Complete case analysis (CC), single imputation (SI) and five multiple imputation (MI) techniques available within the R statistical software were investigated: a) data augmentation (DA) approach assuming a multivariate normal distribution, b) DA assuming a general location model, c) regression switching imputation, d) regression switching with predictive mean matching (MICE-PMM) and e) flexible additive imputation models. A Cox proportional hazards model was fitted and appropriate estimates for the regression coefficients and model performance measures were obtained. Performing a CC analysis produced unbiased regression estimates, but inflated standard errors, which affected the significance of the covariates in the model with 25% or more missingness. Using SI, underestimated the variability; resulting in poor coverage even with 10% missingness. Of the MI approaches, applying MICE-PMM produced, in general, the least biased estimates and better coverage for the incomplete covariates and better model performance for all mechanisms. However, this MI approach still produced biased regression coefficient estimates for the incomplete skewed continuous covariates when 50% or more cases had missing data imposed with a MCAR, MAR or combined mechanism. When the missingness depended on the incomplete covariates, i.e. MNAR, estimates were biased with more than 10% incomplete cases for all MI approaches. The results from this simulation study suggest that performing MICE-PMM may be the preferred MI approach provided that less than 50% of the cases have missing data and the missing data are not MNAR.",BMC medical research methodology,2010,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
19760037,Polymorphisms in the UBC9 and PIAS3 genes of the SUMO-conjugating system and breast cancer risk.,"SUMOylation consists in the covalent conjugation of small ubiquitin-related modifiers to target proteins. SUMOylation participates in processes that are tightly linked to tumorigenesis, and genetic variability in the SUMO-conjugating system may influence the development of breast cancer. We recently reported that variation in the UBC9 gene encoding the SUMO-conjugating enzyme may affect the grade of breast tumors. Following comprehensive in silico analyses for detection of putative functional polymorphisms in 14 genes of the SUMO system, we selected one coding SNP in PIAS3 and seven tag SNPs in UBC9 for association analyses. Results were based on 1,021 cases, and 1,015 matched controls from the population-based GENICA study. Odds ratios (OR) and 95% confidence intervals (CI) were estimated by conditional logistic regression. To explore the association with polymorphisms closely linked to the genotyped variants, multiple imputation based on HapMap data was applied. The study revealed associations of four UBC9 polymorphisms with risk of grade 1 tumors. Comparison of genotype and haplotype models indicated that the best representation of risk solely relied on rs7187167 under dominant penetrance. Women carrying the rare allele showed an increased risk of grade 1 tumors compared with common homozygotes (OR 1.87, 95% CI 1.18-2.95). This effect appeared to be stronger in women with a family history of breast or ovarian cancer. Imputation of polymorphisms in a 300-kb region around the genotyped polymorphisms identified no variants with stronger associations. Our findings suggest that genetic variation in UBC9 may affect the risk of grade 1 breast tumors.",Breast cancer research and treatment,2010,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
19358266,Common variants in the UBC9 gene encoding the SUMO-conjugating enzyme are associated with breast tumor grade.,"UBC9 encodes a protein that conjugates small ubiquitin-related modifier (SUMO) to target proteins resulting in a change of their localization, activity or stability. Genetic variability may affect expression and activity of UBC9 and may have an impact on breast tumor progression. We investigated associations between UBC9 genotypes and histopathological parameters in 1,021 breast cancer cases of the GENICA collection using a single nucleotide polymorphism (SNP) tagging approach. Genotyping analyses were performed by TaqMan(R) allelic discrimination. Odds ratios (OR) and 95% confidence intervals (CI) were calculated by ordinal logistic regression. Multiple imputation based on HapMap data was applied to boost the power of the study. The study revealed significant associations of three UBC9 SNPs with histological grade (rs7187167, p(trend) = 0.001; rs11248866, p(trend) = 0.009; rs8052688, p(trend) = 0.008). Model selection identified a recessive penetrance model for rs7187167 as the best representation of tumor grade (global p = 0.001). This model did not improve by inclusion of additional SNPs in linkage disequilibrium. Imputation of SNPs in a 300 kb region around the genotyped SNPs supported rs7187167 as a major contributor to tumor grade. Compared with common allele carriers, rare homozygotes presented less frequently with high grade tumors (G3 vs. G1: OR 0.26, 95% CI 0.11-0.62; G3 vs. G2: OR 0.45, 95% CI 0.23-0.86). In addition to tumor size, nodal status and estrogen receptor status, multivariate analyses confirmed an independent role of rs7187167 as predictor of tumor grade (p = 0.0003). The present results underline the value of genetic variation in UBC9 for breast cancer prognosis.",International journal of cancer,2009,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
